# Time-averaged data for fix aveE
# TimeStep v_varbias
13450000 0.0298844
13460000 0.0299071
13470000 0.0299804
13480000 0.030013
13490000 0.030012
13500000 0.0300446
13510000 0.030082
13520000 0.0301728
13530000 0.03022
13540000 0.0302287
13550000 0.0301981
13560000 0.0302133
13570000 0.0302572
13580000 0.030287
13590000 0.0303005
13600000 0.0303326
13610000 0.0303429
13620000 0.0303755
13630000 0.0304186
13640000 0.0304485
13650000 0.0304705
13660000 0.0304917
13670000 0.0305147
13680000 0.0305273
13690000 0.0306171
13700000 0.0306519
13710000 0.030697
13720000 0.0307248
13730000 0.0307504
13740000 0.0307694
13750000 0.0308016
13760000 0.0308488
13770000 0.0308843
13780000 0.0309314
13790000 0.030993
13800000 0.0310141
13810000 0.0310597
13820000 0.0310838
13830000 0.0311164
13840000 0.0311875
13850000 0.0312527
13860000 0.0312944
13870000 0.0313416
13880000 0.0313901
13890000 0.0314969
13900000 0.0315275
13910000 0.0315919
13920000 0.03166
13930000 0.0317257
13940000 0.0317843
13950000 0.0318355
13960000 0.0318744
13970000 0.031959
